id_nspn,date_homework,event,ppq_01_quality_time,ppq_02_attend_school,ppq_03_affection,ppq_04_get_me,ppq_05_comforted,ppq_06_angry_listen,ppq_07_praised,ppq_08_ideas_encouraged,ppq_09_priority,ppq_10_loved,ppq_11_listened_to,ppq_12_contact,ppq_13_home_safe,ppq_14_opinions_valued,ppq_15_talked_important,ppq_16_privacy_respected,ppq_17_friends_welcomed,ppq_18_clothes,ppq_19_pocket_money,ppq_20_ask,ppq_21_achieve,ppq_22_cared_unwell,ppq_23_skills,ppq_24_advice,ppq_25_learn_school,ppq_26_progress,ppq_positive_parenti_v_16
17590,15/02/2014,Home Questionnaire Pack 2,Rarely,Sometimes,Sometimes,Mostly,Mostly,Always,Mostly,Rarely,Sometimes,Sometimes,Mostly,Mostly,Mostly,Mostly,Rarely,Sometimes,Always,Always,Always,Mostly,Sometimes,Mostly,Rarely,Rarely,Sometimes,Sometimes,Complete
17616,07/03/2013,Home Questionnaire Pack 1,Sometimes,Always,Mostly,Sometimes,Mostly,Rarely,Mostly,Mostly,Always,Mostly,Always,Always,Always,Mostly,Mostly,Sometimes,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
17616,16/02/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17624,07/03/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Always,Mostly,Mostly,Always,Mostly,Sometimes,Mostly,Mostly,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Mostly,Complete
17624,20/02/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Mostly,Mostly,Always,Mostly,Always,Mostly,Mostly,Always,Mostly,Always,Always,Always,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Complete
17624,05/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17640,08/03/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17640,11/05/2014,Home Questionnaire Pack 2,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17640,08/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17657,13/03/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17657,18/02/2014,Home Questionnaire Pack 2,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17657,25/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17665,12/03/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Mostly,Mostly,Mostly,Sometimes,Sometimes,Rarely,Sometimes,Mostly,Sometimes,Mostly,Always,Sometimes,Rarely,Sometimes,Always,Always,Always,Mostly,Mostly,Mostly,Sometimes,Rarely,Mostly,Mostly,Complete
17665,12/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
17681,07/03/2013,Home Questionnaire Pack 1,Rarely,Sometimes,Sometimes,Sometimes,Always,Rarely,Mostly,Mostly,Always,Always,Mostly,Always,Always,Always,Rarely,Mostly,Sometimes,Always,Rarely,Sometimes,Always,Always,Always,Always,Always,Mostly,Complete
17681,21/07/2014,Home Questionnaire Pack 2,Mostly,Always,Mostly,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Always,Mostly,Mostly,Always,Mostly,Mostly,Always,Mostly,Always,Rarely,Mostly,Always,Always,Sometimes,Mostly,Always,Mostly,Complete
17699,07/03/2013,Home Questionnaire Pack 1,Rarely,Always,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Complete
17707,08/03/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Always,Sometimes,Sometimes,Always,Mostly,Always,Always,Sometimes,Mostly,Always,Sometimes,Sometimes,Sometimes,Always,Always,Mostly,Mostly,Always,Always,Sometimes,Sometimes,Always,Always,Complete
17707,17/02/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Mostly,Always,Sometimes,Sometimes,Always,Mostly,Sometimes,Mostly,Sometimes,Mostly,Always,Mostly,Sometimes,Sometimes,Always,Always,Mostly,Mostly,Always,Always,Sometimes,Sometimes,Always,Always,Complete
17707,25/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17715,10/03/2013,Home Questionnaire Pack 1,Rarely,Always,Sometimes,Always,Mostly,Always,Always,Mostly,Always,Always,Mostly,Always,Mostly,Always,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Sometimes,Mostly,Always,Mostly,Complete
17715,25/03/2014,Home Questionnaire Pack 2,Sometimes,Always,Sometimes,Always,Always,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Mostly,Rarely,Sometimes,Mostly,Sometimes,Complete
17715,03/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17723,07/03/2013,Home Questionnaire Pack 1,Mostly,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Always,Always,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Always,Mostly,Mostly,Always,Mostly,Complete
17723,14/02/2014,Home Questionnaire Pack 2,Mostly,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Mostly,Rarely,Complete
17723,25/10/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17731,12/03/2013,Home Questionnaire Pack 1,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Mostly,Complete
17731,01/03/2014,Home Questionnaire Pack 2,Mostly,Always,Mostly,Always,Always,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Mostly,Always,Complete
17731,20/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17749,02/04/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17764,08/03/2013,Home Questionnaire Pack 1,Always,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Complete
17764,26/07/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Complete
17772,09/03/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17772,28/02/2014,Home Questionnaire Pack 2,Mostly,Mostly,Always,Always,Always,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17772,19/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17780,07/03/2013,Home Questionnaire Pack 1,Sometimes,Rarely,Rarely,Always,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Always,Mostly,Always,Always,Sometimes,Mostly,Sometimes,Mostly,Always,Rarely,Rarely,Always,Always,Always,Always,Always,Always,Complete
17780,16/02/2014,Home Questionnaire Pack 2,Mostly,Always,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Always,Sometimes,Rarely,Mostly,Always,Always,Sometimes,Rarely,Always,Always,Always,Always,Always,Always,Complete
17780,15/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17798,07/03/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17798,25/03/2014,Home Questionnaire Pack 2,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17798,07/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17822,22/03/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17822,21/03/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
17822,07/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17830,08/03/2013,Home Questionnaire Pack 1,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,Mostly,Always,Mostly,Mostly,Always,Sometimes,Complete
17830,20/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
17848,17/04/2013,Home Questionnaire Pack 1,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Complete
17848,29/03/2014,Home Questionnaire Pack 2,Rarely,Sometimes,Always,Always,Sometimes,Rarely,Rarely,Rarely,Always,Always,Always,Always,Always,Sometimes,Mostly,Sometimes,Rarely,Always,Always,Always,Always,Always,Sometimes,Rarely,Always,Always,Complete
17848,23/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17855,08/03/2013,Home Questionnaire Pack 1,Mostly,Mostly,Sometimes,Mostly,Always,Mostly,Sometimes,Mostly,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Complete
17855,27/11/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Always,Sometimes,Mostly,Sometimes,Mostly,Mostly,Always,Always,Always,Mostly,Always,Mostly,Sometimes,Rarely,Sometimes,Always,Mostly,Mostly,Mostly,Always,Sometimes,Sometimes,Mostly,Mostly,Complete
17863,14/03/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17905,07/03/2013,Home Questionnaire Pack 1,Rarely,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Always,Always,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Complete
17905,10/03/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Sometimes,Always,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Always,Mostly,Complete
17913,14/03/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17913,15/02/2014,Home Questionnaire Pack 2,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
17913,13/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17947,10/03/2013,Home Questionnaire Pack 1,Sometimes,Always,Mostly,Always,Always,Mostly,Always,Always,Sometimes,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Complete
17947,01/03/2014,Home Questionnaire Pack 2,Mostly,Always,Always,Mostly,Always,Mostly,Always,Mostly,Mostly,Always,Mostly,Always,Always,Always,Mostly,Always,Mostly,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Complete
17947,13/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17954,08/03/2013,Home Questionnaire Pack 1,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Mostly,Always,Mostly,Mostly,Always,Always,Always,Complete
17962,09/03/2013,Home Questionnaire Pack 1,Mostly,Always,Rarely,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Mostly,Always,Always,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Complete
17962,10/03/2014,Home Questionnaire Pack 2,Sometimes,Always,Mostly,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Complete
17962,10/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18010,07/03/2013,Home Questionnaire Pack 1,Always,Always,Rarely,Rarely,Mostly,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Always,Mostly,Sometimes,Sometimes,Rarely,Always,Always,Mostly,Mostly,Always,Always,Mostly,Mostly,Always,Mostly,Complete
18010,10/07/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Mostly,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Rarely,Rarely,Complete
18010,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18044,11/03/2013,Home Questionnaire Pack 1,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Always,Rarely,Rarely,Sometimes,Always,Always,Always,Sometimes,Mostly,Always,Sometimes,Sometimes,Rarely,Rarely,Complete
18044,28/02/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Always,Always,Rarely,Rarely,Rarely,Rarely,Sometimes,Mostly,Rarely,Always,Always,Rarely,Rarely,Always,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Complete
18044,04/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18051,29/01/2014,Home Questionnaire Pack 1,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,.a,Sometimes,Rarely,Rarely,Mostly,Sometimes,Complete
18051,17/09/2015,Home Questionnaire Pack 2,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Mostly,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Always,Mostly,Rarely,Rarely,Mostly,Mostly,Complete
18069,13/03/2013,Home Questionnaire Pack 1,Mostly,Mostly,Always,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Complete
18069,12/04/2014,Home Questionnaire Pack 2,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18069,09/11/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18077,11/03/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Sometimes,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18077,16/03/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Always,Mostly,Always,Sometimes,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18077,23/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18085,18/04/2013,Home Questionnaire Pack 1,Mostly,Rarely,Mostly,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18085,27/03/2014,Home Questionnaire Pack 2,Mostly,Rarely,Always,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Always,Always,Mostly,Always,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18085,03/10/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18093,05/07/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18093,10/06/2014,Home Questionnaire Pack 2,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18093,30/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18101,15/03/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Rarely,Always,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Always,Rarely,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Mostly,Sometimes,Always,Rarely,Sometimes,Sometimes,Sometimes,Complete
18101,10/07/2014,Home Questionnaire Pack 2,Rarely,Sometimes,Rarely,Always,Sometimes,Rarely,Sometimes,Rarely,Always,Sometimes,Sometimes,Mostly,Always,Sometimes,Sometimes,Mostly,Always,Always,Always,Mostly,Sometimes,Always,Rarely,Sometimes,Sometimes,Sometimes,Complete
18101,10/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18127,18/03/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Sometimes,Mostly,Always,Mostly,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
18127,06/03/2014,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
18135,24/07/2013,Home Questionnaire Pack 1,Rarely,Always,Always,Mostly,Mostly,Sometimes,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Always,Rarely,Always,Always,Always,Always,Always,Always,Mostly,Sometimes,Always,Always,Complete
18135,25/06/2014,Home Questionnaire Pack 2,Sometimes,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Mostly,Mostly,Always,Mostly,Mostly,Rarely,Always,Always,Always,Always,Mostly,Always,Always,Sometimes,Mostly,Mostly,Complete
18150,11/03/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Mostly,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18150,15/07/2014,Home Questionnaire Pack 2,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Complete
18150,24/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18168,11/03/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18168,13/02/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
18168,11/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18176,20/03/2013,Home Questionnaire Pack 1,Mostly,Always,Mostly,Always,Always,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Complete
18176,18/03/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Mostly,Mostly,Mostly,Rarely,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Complete
18184,15/03/2013,Home Questionnaire Pack 1,Mostly,Mostly,Always,Mostly,Mostly,Sometimes,Always,Always,Always,Always,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
18184,14/03/2014,Home Questionnaire Pack 2,Mostly,Always,Always,Always,Always,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,,Always,Complete
18184,22/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18192,14/03/2013,Home Questionnaire Pack 1,Rarely,Mostly,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Mostly,Rarely,Sometimes,Sometimes,Mostly,Always,Rarely,Always,Always,Mostly,Sometimes,Sometimes,Always,Always,Complete
18192,30/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
18226,15/03/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Always,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Complete
18226,10/07/2014,Home Questionnaire Pack 2,Rarely,Mostly,Mostly,Mostly,Sometimes,Rarely,Always,Sometimes,Mostly,Mostly,Sometimes,Mostly,Mostly,Sometimes,Mostly,Sometimes,Mostly,Always,Always,Sometimes,Always,Always,Always,Sometimes,Always,Always,Complete
18226,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18242,12/03/2013,Home Questionnaire Pack 1,Rarely,Sometimes,Rarely,Always,.a,Mostly,Sometimes,Rarely,Rarely,Mostly,Sometimes,Always,Always,Sometimes,Mostly,Always,Mostly,Always,Sometimes,Mostly,Rarely,Always,Sometimes,Rarely,Always,Mostly,Complete
18242,10/07/2014,Home Questionnaire Pack 2,Sometimes,Always,Sometimes,Always,Always,Sometimes,Mostly,Always,Always,Mostly,Rarely,Always,Always,Always,Rarely,Always,Sometimes,Always,Sometimes,Rarely,Mostly,Always,Always,Always,Always,Always,Complete
18242,17/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18267,28/04/2013,Home Questionnaire Pack 1,Rarely,Mostly,Rarely,Always,Sometimes,Sometimes,Always,Always,Mostly,Sometimes,Sometimes,Always,Always,Mostly,Always,Rarely,Always,Always,Sometimes,Always,Always,Always,Always,Sometimes,Always,Always,Complete
18275,14/03/2013,Home Questionnaire Pack 1,Rarely,Sometimes,Sometimes,Mostly,Sometimes,Rarely,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Always,Mostly,Always,Mostly,Sometimes,Sometimes,Always,Always,Complete
18275,28/02/2014,Home Questionnaire Pack 2,Rarely,Sometimes,Sometimes,Always,Mostly,Mostly,Rarely,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Mostly,Always,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Complete
18275,03/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18283,10/03/2013,Home Questionnaire Pack 1,Mostly,Always,Sometimes,Always,Always,Mostly,Mostly,Always,Sometimes,Always,Always,Always,Always,Mostly,Sometimes,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Complete
18283,03/05/2014,Home Questionnaire Pack 2,Mostly,Always,Sometimes,Always,Always,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Complete
18283,15/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18291,18/03/2013,Home Questionnaire Pack 1,Rarely,Mostly,Sometimes,Always,Mostly,Mostly,Always,Always,Mostly,Always,Mostly,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
18291,07/10/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Mostly,Mostly,Mostly,Always,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
18291,30/09/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18309,15/03/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Complete
18309,19/02/2014,Home Questionnaire Pack 2,Mostly,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Sometimes,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Complete
18309,08/10/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
18325,21/03/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Rarely,Mostly,Mostly,Mostly,Always,Always,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
18325,03/07/2014,Home Questionnaire Pack 2,Rarely,Always,Mostly,Mostly,Mostly,Mostly,Sometimes,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Mostly,Sometimes,Always,Always,Complete
18333,11/03/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Rarely,Sometimes,Sometimes,Rarely,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Always,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Sometimes,Always,Always,Mostly,Always,Always,Always,Complete
