id_nspn,date_homework,event,ppq_01_quality_time,ppq_02_attend_school,ppq_03_affection,ppq_04_get_me,ppq_05_comforted,ppq_06_angry_listen,ppq_07_praised,ppq_08_ideas_encouraged,ppq_09_priority,ppq_10_loved,ppq_11_listened_to,ppq_12_contact,ppq_13_home_safe,ppq_14_opinions_valued,ppq_15_talked_important,ppq_16_privacy_respected,ppq_17_friends_welcomed,ppq_18_clothes,ppq_19_pocket_money,ppq_20_ask,ppq_21_achieve,ppq_22_cared_unwell,ppq_23_skills,ppq_24_advice,ppq_25_learn_school,ppq_26_progress,ppq_positive_parenti_v_16
32052,11/07/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32060,18/07/2013,Home Questionnaire Pack 1,Mostly,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Mostly,Always,Always,Sometimes,Mostly,Always,Always,Always,Mostly,Always,Mostly,Always,Mostly,Always,Always,Mostly,Complete
32060,23/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
32078,19/07/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Rarely,Mostly,Sometimes,Sometimes,Always,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Always,Always,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Always,Always,Complete
32078,11/07/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Rarely,Mostly,Mostly,Sometimes,Always,Mostly,Mostly,Always,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Sometimes,Always,Always,Mostly,Always,Always,Sometimes,Mostly,Always,Always,Complete
32078,22/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32086,16/07/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Complete
32102,10/07/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Always,Sometimes,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
32102,25/07/2014,Home Questionnaire Pack 2,Mostly,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Mostly,Mostly,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Mostly,Sometimes,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Complete
32102,27/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32110,11/07/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Complete
32110,22/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
32128,12/07/2013,Home Questionnaire Pack 1,Rarely,Sometimes,Sometimes,Mostly,Always,Sometimes,Always,Mostly,Mostly,Always,Sometimes,Always,Always,Mostly,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32128,12/08/2014,Home Questionnaire Pack 2,Rarely,Always,Sometimes,Always,Always,Mostly,Always,Always,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Complete
32128,05/03/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32151,11/07/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32151,15/07/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32151,30/07/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32169,11/07/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32169,20/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
32177,13/07/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Sometimes,Mostly,Always,Always,Always,Always,Mostly,Sometimes,Mostly,Always,Always,Complete
32177,19/07/2014,Home Questionnaire Pack 2,Rarely,Sometimes,Sometimes,Always,Mostly,Mostly,Mostly,Mostly,Sometimes,Always,Always,Always,Always,Always,Mostly,Always,Mostly,Mostly,Always,Mostly,Always,Always,Mostly,Always,Always,Always,Complete
32177,06/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32185,21/07/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Rarely,Sometimes,Sometimes,Mostly,Mostly,Mostly,Rarely,Sometimes,Sometimes,Always,Always,Always,Always,Always,Mostly,Mostly,Sometimes,Sometimes,Mostly,Mostly,Complete
32193,22/07/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Sometimes,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
32193,18/07/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Rarely,Rarely,Mostly,Mostly,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Complete
32193,17/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32201,17/07/2013,Home Questionnaire Pack 1,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
32227,28/07/2013,Home Questionnaire Pack 1,Rarely,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Sometimes,Mostly,Always,Mostly,Sometimes,Mostly,Always,Mostly,Sometimes,Mostly,Always,Always,Always,Sometimes,Always,Mostly,Complete
32235,18/07/2013,Home Questionnaire Pack 1,Mostly,Mostly,Rarely,Always,Mostly,Sometimes,Sometimes,Mostly,Mostly,Mostly,Sometimes,Mostly,Always,Sometimes,Sometimes,Mostly,Mostly,Mostly,Always,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Complete
32235,15/07/2014,Home Questionnaire Pack 2,Mostly,Always,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Mostly,Always,Mostly,Sometimes,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
32235,24/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32250,16/07/2013,Home Questionnaire Pack 1,Rarely,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,.a,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Complete
32250,06/06/2014,Home Questionnaire Pack 2,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Rarely,Sometimes,Rarely,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Complete
32250,,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32284,17/07/2013,Home Questionnaire Pack 1,Rarely,Always,Always,Always,Mostly,Sometimes,Mostly,Sometimes,Mostly,Mostly,Sometimes,Always,Always,Sometimes,.a,Sometimes,Mostly,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
32284,25/06/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Mostly,Mostly,Mostly,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Always,Rarely,Sometimes,Rarely,Always,Always,Sometimes,Sometimes,Mostly,Always,Mostly,Sometimes,Always,Mostly,Complete
32284,11/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32318,24/07/2013,Home Questionnaire Pack 1,Rarely,Sometimes,Sometimes,Always,Rarely,Sometimes,Always,Sometimes,Sometimes,Mostly,Rarely,Always,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Complete
32334,26/07/2013,Home Questionnaire Pack 1,Rarely,Mostly,Always,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Rarely,Mostly,Always,Always,Always,Sometimes,Mostly,Mostly,Rarely,Rarely,Always,Mostly,Complete
32342,20/07/2013,Home Questionnaire Pack 1,Mostly,Sometimes,Mostly,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32342,10/07/2014,Home Questionnaire Pack 2,Sometimes,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
32342,11/07/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32359,22/07/2013,Home Questionnaire Pack 1,Mostly,Mostly,Sometimes,Always,Mostly,Sometimes,Mostly,Mostly,Mostly,Always,Sometimes,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32359,07/07/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Sometimes,Sometimes,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Mostly,Complete
32359,23/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32367,17/07/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32367,11/07/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32367,24/04/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32375,17/07/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Rarely,Always,Always,Always,Mostly,Always,Always,Complete
32375,25/06/2014,Home Questionnaire Pack 2,Rarely,Mostly,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Always,Sometimes,Rarely,Sometimes,Always,Sometimes,Rarely,Sometimes,Always,Sometimes,Rarely,Rarely,Always,Always,Sometimes,Rarely,Always,Always,Complete
32375,24/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32391,17/07/2013,Home Questionnaire Pack 1,Always,Always,Always,Always,Always,Always,Mostly,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Mostly,Always,Mostly,Sometimes,Always,Always,Always,Always,Always,Always,Complete
32391,18/02/2015,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32391,01/04/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32409,05/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Rarely,Sometimes,Sometimes,Rarely,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Complete
32417,10/02/2013,Home Questionnaire Pack 1,Always,Always,Mostly,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Always,Complete
32417,07/09/2014,Home Questionnaire Pack 2,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32417,20/10/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32425,31/07/2013,Home Questionnaire Pack 1,Rarely,Rarely,Rarely,Always,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Always,Always,Rarely,Sometimes,Sometimes,Mostly,Mostly,Rarely,Sometimes,Always,Always,Always,Always,Always,Always,Complete
32433,01/09/2013,Home Questionnaire Pack 1,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Complete
32433,21/08/2014,Home Questionnaire Pack 2,Mostly,Mostly,Always,Always,Always,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Mostly,Always,Mostly,Always,Always,Mostly,Sometimes,Always,Always,Always,Mostly,Always,Always,Complete
32433,22/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32458,28/07/2013,Home Questionnaire Pack 1,Rarely,Always,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Rarely,Sometimes,Sometimes,Rarely,Mostly,Always,Sometimes,Sometimes,Mostly,Always,Always,Sometimes,Sometimes,Always,Mostly,Mostly,Mostly,Mostly,Always,Complete
32458,20/08/2014,Home Questionnaire Pack 2,Sometimes,Always,Sometimes,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Sometimes,Always,Sometimes,Mostly,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Complete
32458,26/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32474,15/09/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Rarely,Always,Sometimes,Rarely,Always,Mostly,Mostly,Mostly,Sometimes,Always,Mostly,Sometimes,Rarely,Always,Always,Always,Always,Always,Always,Always,Sometimes,Mostly,Mostly,Always,Complete
32490,18/07/2013,Home Questionnaire Pack 1,Sometimes,Rarely,Sometimes,Mostly,Sometimes,Rarely,Rarely,Rarely,Mostly,Mostly,Rarely,Rarely,Always,Rarely,Rarely,Rarely,Mostly,Always,Sometimes,Rarely,Mostly,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Complete
32508,27/07/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,.a,Mostly,Mostly,Always,Always,Always,Always,Always,Complete
32508,10/06/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
32524,17/07/2013,Home Questionnaire Pack 1,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Mostly,Sometimes,Rarely,Rarely,Mostly,Sometimes,Complete
32524,22/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
32532,17/07/2013,Home Questionnaire Pack 1,Rarely,Sometimes,Rarely,Mostly,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Mostly,Sometimes,Rarely,Mostly,Mostly,Complete
32532,25/07/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Sometimes,Always,Mostly,Sometimes,Sometimes,Rarely,Sometimes,Always,Mostly,Always,Always,Sometimes,Sometimes,Sometimes,Mostly,Always,Rarely,Sometimes,Mostly,Always,Sometimes,Mostly,Always,Always,Complete
32532,22/06/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32540,18/07/2013,Home Questionnaire Pack 1,Always,Always,Sometimes,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32565,22/07/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32573,21/08/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32573,03/08/2014,Home Questionnaire Pack 2,Mostly,Mostly,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Mostly,Always,Always,Mostly,Sometimes,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
32581,27/07/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Always,Complete
32581,21/11/2015,Home Questionnaire Pack 2,Sometimes,Mostly,Mostly,Always,Mostly,Sometimes,Mostly,,Mostly,Mostly,,,Always,,Mostly,Mostly,Always,Always,Always,Mostly,Mostly,Always,,Mostly,Always,Always,Complete
32599,18/07/2013,Home Questionnaire Pack 1,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Complete
32607,20/07/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Mostly,Rarely,Always,Mostly,Always,Always,Always,Always,Always,Mostly,Always,Mostly,Mostly,Mostly,Sometimes,Always,Sometimes,Mostly,Always,Always,Sometimes,Sometimes,Always,Mostly,Complete
32607,06/08/2014,Home Questionnaire Pack 2,Sometimes,Always,Always,Rarely,Mostly,Sometimes,Always,Always,Mostly,Always,Mostly,Mostly,Always,Mostly,Always,Always,Sometimes,Always,Sometimes,Always,Always,Always,Mostly,Mostly,Mostly,Always,Complete
32615,27/08/2013,Home Questionnaire Pack 1,Sometimes,Mostly,Rarely,Always,Rarely,Mostly,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Mostly,Mostly,Always,Always,Sometimes,Mostly,Sometimes,Always,Mostly,Sometimes,Sometimes,Mostly,Complete
32623,19/07/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Mostly,Complete
32623,25/07/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Mostly,Mostly,Complete
32656,19/07/2013,Home Questionnaire Pack 1,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32664,18/07/2013,Home Questionnaire Pack 1,Rarely,Always,Sometimes,Always,Sometimes,Rarely,Mostly,Always,Sometimes,Mostly,Rarely,Always,Always,Mostly,Sometimes,Mostly,Always,Always,Rarely,Always,Always,Mostly,Mostly,Always,Always,Mostly,Complete
32664,02/07/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Always,Always,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Mostly,Mostly,Sometimes,Always,Always,Rarely,Always,Always,Always,Mostly,Mostly,Always,Always,Complete
32664,18/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32672,19/07/2013,Home Questionnaire Pack 1,Sometimes,Rarely,Sometimes,Rarely,Always,Always,Always,Rarely,Always,Always,Always,Always,Always,Sometimes,Mostly,Mostly,Mostly,Always,Rarely,Rarely,Always,Always,Mostly,Always,Always,Mostly,Complete
32672,28/06/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Sometimes,Mostly,Always,Always,Mostly,Sometimes,Mostly,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Mostly,Rarely,Sometimes,Always,Always,Always,Always,Always,Always,Complete
32672,24/06/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32714,20/07/2013,Home Questionnaire Pack 1,Mostly,Mostly,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32714,21/09/2014,Home Questionnaire Pack 2,Sometimes,Sometimes,Mostly,Mostly,Mostly,Sometimes,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32763,21/07/2013,Home Questionnaire Pack 1,Rarely,Always,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Sometimes,Always,Mostly,Sometimes,Sometimes,Mostly,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Mostly,Complete
32763,11/07/2014,Home Questionnaire Pack 2,Sometimes,Always,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Sometimes,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Always,Mostly,Rarely,Sometimes,.a,Mostly,Complete
32805,03/09/2013,Home Questionnaire Pack 1,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32805,21/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
32821,01/09/2013,Home Questionnaire Pack 1,Sometimes,Sometimes,Mostly,Sometimes,Always,Always,Always,Always,Mostly,Always,Mostly,Mostly,Always,Mostly,Mostly,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,Complete
32821,06/02/2015,Home Questionnaire Pack 2,Sometimes,Sometimes,Sometimes,Mostly,Always,Always,Always,Always,Sometimes,Sometimes,Mostly,Mostly,.a,Mostly,Always,Mostly,.a,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Complete
32821,19/01/2016,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32839,27/07/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Mostly,Mostly,Mostly,Always,Always,Mostly,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32862,27/07/2013,Home Questionnaire Pack 1,Mostly,Mostly,Sometimes,Sometimes,Sometimes,Sometimes,Mostly,Mostly,Sometimes,Always,Mostly,Always,Mostly,Mostly,Mostly,Always,Always,Mostly,Always,Always,Always,Always,Always,Mostly,Always,Always,Complete
32862,12/08/2014,Home Questionnaire Pack 2,Mostly,Mostly,Sometimes,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Mostly,Sometimes,Sometimes,Mostly,Mostly,Mostly,Mostly,Sometimes,Mostly,Always,Mostly,Mostly,Mostly,Mostly,Complete
32862,18/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32888,22/07/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Mostly,Mostly,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Complete
32896,20/07/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Sometimes,Always,Mostly,Mostly,Always,Mostly,Always,Always,Sometimes,Sometimes,Mostly,Always,Always,Sometimes,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
32896,10/09/2014,Home Questionnaire Pack 2,Sometimes,Mostly,Always,Mostly,Mostly,Mostly,Always,Mostly,Mostly,Always,Mostly,Always,Always,Mostly,Sometimes,Sometimes,Sometimes,Always,Sometimes,Mostly,Always,Always,Mostly,Always,Always,Always,Complete
32896,16/10/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32946,08/08/2013,Home Questionnaire Pack 1,Mostly,Always,Sometimes,Always,Mostly,Mostly,Always,Mostly,Always,Always,Mostly,Always,Always,Sometimes,Mostly,Sometimes,Always,Always,Always,Mostly,Always,Always,Mostly,Mostly,Always,Always,Complete
32946,02/10/2014,Home Questionnaire Pack 2,Mostly,Always,Rarely,Always,Mostly,Rarely,Always,Sometimes,Mostly,Always,Sometimes,Always,Always,Mostly,Mostly,Sometimes,Always,Always,Always,Mostly,Always,Always,Always,Sometimes,Always,Always,Complete
32961,19/07/2013,Home Questionnaire Pack 1,Always,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32961,23/07/2014,Home Questionnaire Pack 2,Mostly,Mostly,Mostly,Mostly,Always,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32961,05/08/2015,Home Questionnaire Pack 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
32987,22/07/2013,Home Questionnaire Pack 1,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
32987,31/05/2016,Home Questionnaire Pack 2,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
32995,27/03/2014,Home Questionnaire Pack 1,.a,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,.a,Always,Always,.a,Always,Sometimes,Always,Always,Mostly,Always,Always,Always,Always,Always,Always,Complete
32995,09/10/2015,Home Questionnaire Pack 2,Always,Mostly,Sometimes,Always,Sometimes,Mostly,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Complete
